login,alloc_type,experiment,time
pavliuchenkov_d_m,T*,610,9.29593e-06
pavliuchenkov_d_m,T*,610,9.32677e-06
pavliuchenkov_d_m,T*,610,9.25188e-06
pavliuchenkov_d_m,T*,610,9.82021e-06
pavliuchenkov_d_m,T*,610,9.2739e-06
pavliuchenkov_d_m,T*,610,9.28272e-06
pavliuchenkov_d_m,T*,710,5.90929e-06
pavliuchenkov_d_m,T*,710,5.92885e-06
pavliuchenkov_d_m,T*,710,5.9512e-06
pavliuchenkov_d_m,T*,710,5.91767e-06
pavliuchenkov_d_m,T*,710,5.87856e-06
pavliuchenkov_d_m,T*,710,5.93444e-06
pavliuchenkov_d_m,T*,710,5.87856e-06
pavliuchenkov_d_m,T*,710,5.92885e-06
pavliuchenkov_d_m,T*,710,6.33398e-06
pavliuchenkov_d_m,T*,710,1.03629e-05
pavliuchenkov_d_m,T*,710,6.52956e-06
pavliuchenkov_d_m,T*,710,6.08252e-06
pavliuchenkov_d_m,T*,710,6.10487e-06
pavliuchenkov_d_m,T*,710,6.04061e-06
pavliuchenkov_d_m,T*,710,6.12443e-06
pavliuchenkov_d_m,T*,810,4.18297e-06
pavliuchenkov_d_m,T*,810,4.06442e-06
pavliuchenkov_d_m,T*,810,4.03996e-06
pavliuchenkov_d_m,T*,810,4.19238e-06
pavliuchenkov_d_m,T*,810,4.2921e-06
pavliuchenkov_d_m,T*,810,4.07195e-06
pavliuchenkov_d_m,T*,810,4.04372e-06
pavliuchenkov_d_m,T*,810,4.03808e-06
pavliuchenkov_d_m,T*,810,3.98727e-06
pavliuchenkov_d_m,T*,810,4.05878e-06
pavliuchenkov_d_m,T*,810,4.00609e-06
pavliuchenkov_d_m,T*,810,4.03431e-06
pavliuchenkov_d_m,T*,810,4.08512e-06
pavliuchenkov_d_m,T*,810,4.07571e-06
pavliuchenkov_d_m,T*,810,4.03055e-06
pavliuchenkov_d_m,T*,910,3.06408e-06
pavliuchenkov_d_m,T*,910,2.82787e-06
pavliuchenkov_d_m,T*,910,2.81991e-06
pavliuchenkov_d_m,T*,910,2.8491e-06
pavliuchenkov_d_m,T*,910,2.79602e-06
pavliuchenkov_d_m,T*,910,2.83849e-06
pavliuchenkov_d_m,T*,910,2.83318e-06
pavliuchenkov_d_m,T*,910,2.8345e-06
pavliuchenkov_d_m,T*,910,2.83318e-06
pavliuchenkov_d_m,T*,910,2.85441e-06
pavliuchenkov_d_m,T*,910,2.83318e-06
pavliuchenkov_d_m,T*,910,2.98844e-06
pavliuchenkov_d_m,T*,910,2.87962e-06
pavliuchenkov_d_m,T*,910,2.87033e-06
pavliuchenkov_d_m,T*,910,2.8491e-06
pavliuchenkov_d_m,T*,1010,2.14792e-06
pavliuchenkov_d_m,T*,1010,2.08289e-06
pavliuchenkov_d_m,T*,1010,2.07318e-06
pavliuchenkov_d_m,T*,1010,2.08386e-06
pavliuchenkov_d_m,T*,1010,2.07318e-06
pavliuchenkov_d_m,T*,1010,2.07415e-06
pavliuchenkov_d_m,T*,1010,2.27021e-06
pavliuchenkov_d_m,T*,1010,2.11977e-06
pavliuchenkov_d_m,T*,1010,2.0693e-06
pavliuchenkov_d_m,T*,1010,2.08677e-06
pavliuchenkov_d_m,T*,1010,5.62166e-06
pavliuchenkov_d_m,T*,1010,2.31583e-06
pavliuchenkov_d_m,T*,1010,2.11783e-06
pavliuchenkov_d_m,T*,1010,2.10327e-06
pavliuchenkov_d_m,T*,1010,2.07609e-06
pavliuchenkov_d_m,T*,1110,1.66127e-06
pavliuchenkov_d_m,T*,1110,1.59838e-06
pavliuchenkov_d_m,T*,1110,1.66273e-06
pavliuchenkov_d_m,T*,1110,1.55232e-06
pavliuchenkov_d_m,T*,1110,1.54501e-06
pavliuchenkov_d_m,T*,1110,1.57206e-06
pavliuchenkov_d_m,T*,1110,1.60643e-06
pavliuchenkov_d_m,T*,1110,1.55817e-06
pavliuchenkov_d_m,T*,1110,1.56621e-06
pavliuchenkov_d_m,T*,1110,1.5801e-06
pavliuchenkov_d_m,T*,1110,1.56329e-06
pavliuchenkov_d_m,T*,1110,1.56402e-06
pavliuchenkov_d_m,T*,1110,1.58742e-06
pavliuchenkov_d_m,T*,1110,1.64737e-06
pavliuchenkov_d_m,T*,1110,1.56694e-06
pavliuchenkov_d_m,T*,1210,1.22378e-06
pavliuchenkov_d_m,T*,1210,1.20289e-06
pavliuchenkov_d_m,T*,1210,1.2091e-06
pavliuchenkov_d_m,T*,1210,1.21023e-06
pavliuchenkov_d_m,T*,1210,1.21136e-06
pavliuchenkov_d_m,T*,1210,1.20797e-06
pavliuchenkov_d_m,T*,1210,1.22039e-06
pavliuchenkov_d_m,T*,1210,1.21531e-06
pavliuchenkov_d_m,T*,1210,1.27007e-06
pavliuchenkov_d_m,T*,1210,1.24015e-06
pavliuchenkov_d_m,T*,1210,1.22265e-06
pavliuchenkov_d_m,T*,1210,1.20628e-06
pavliuchenkov_d_m,T*,1210,1.22209e-06
pavliuchenkov_d_m,T*,1210,1.22604e-06
pavliuchenkov_d_m,T*,1210,1.22039e-06
pavliuchenkov_d_m,T*,1310,-1.04892e-06
pavliuchenkov_d_m,T*,1310,-1.04354e-06
pavliuchenkov_d_m,T*,1310,-1.04159e-06
pavliuchenkov_d_m,T*,1310,-1.04012e-06
pavliuchenkov_d_m,T*,1310,-1.10217e-06
pavliuchenkov_d_m,T*,1310,-1.03963e-06
pavliuchenkov_d_m,T*,1310,-1.06797e-06
pavliuchenkov_d_m,T*,1310,-1.03084e-06
pavliuchenkov_d_m,T*,1310,-1.05185e-06
pavliuchenkov_d_m,T*,1310,-1.0494e-06
pavliuchenkov_d_m,T*,1310,-1.04256e-06
pavliuchenkov_d_m,T*,1310,-1.03426e-06
pavliuchenkov_d_m,T*,1310,-1.06797e-06
pavliuchenkov_d_m,T*,1310,-1.03084e-06
pavliuchenkov_d_m,T*,1310,-1.06015e-06
pavliuchenkov_d_m,T*,1410,-1.53511e-06
pavliuchenkov_d_m,T*,1410,-1.43188e-06
pavliuchenkov_d_m,T*,1410,-1.41378e-06
pavliuchenkov_d_m,T*,1410,-1.45199e-06
pavliuchenkov_d_m,T*,1410,-1.4292e-06
pavliuchenkov_d_m,T*,1410,-1.46473e-06
pavliuchenkov_d_m,T*,1410,-1.42987e-06
pavliuchenkov_d_m,T*,1410,-1.43456e-06
pavliuchenkov_d_m,T*,1410,-1.41445e-06
pavliuchenkov_d_m,T*,1410,-1.44864e-06
pavliuchenkov_d_m,T*,1410,-1.515e-06
pavliuchenkov_d_m,T*,1410,-1.47277e-06
pavliuchenkov_d_m,T*,1410,-1.46003e-06
pavliuchenkov_d_m,T*,1410,-2.25776e-06
pavliuchenkov_d_m,T*,1410,-1.50763e-06
